label,text,source,text_clean,has_url,has_phone,predicted_as,categories
smish,Apni 4 bhori shona jitechen! Bistarito jante call korun: +8801719900112,Banglish,Apni 4 bhori shona jitechen! Bistarito jante call korun: [PHONE],False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,"50,000 taka biniyog e 1,50,000 taka orjon korun! Call korun: +8801717677789",Banglish,"50,000 taka biniyog e 1,50,000 taka orjon korun! Call korun: [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,Kono down payment charai 100% gari loan shubidha. Ajei abednon korun. Jogajog: 01867546389,Banglish,Kono down payment charai 100% gari loan shubidha. Ajei abednon korun. Jogajog: [PHONE],False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,Apple iPhone 12 jitechen! Delivery nishchit korte call korun: +8801814455667,Banglish,Apple iPhone 12 jitechen! Delivery nishchit korte call korun: [PHONE],False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে,Bengali,আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে,False,False,normal,"['no_url', 'no_phone']"
smish,Call to verify your bank account +8801812233445,English,Call to verify your bank account [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,আপনার গ্যাস সংযোগ পুনরায় সক্রিয় করতে কল করুন +8801719900012,Bengali,আপনার গ্যাস সংযোগ পুনরায় সক্রিয় করতে কল করুন [PHONE],False,True,normal,['no_url']
smish,Sonali Bank accounte shomoshya hoyeche. Call korun: +8801813233345,Banglish,Sonali Bank accounte shomoshya hoyeche. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"You have been selected for government bonus scheme, contact 01723122576 to receive up to 50,000
Bonus scheme
Bangladesh Ministry of Finance",English,"You have been selected for government bonus scheme, contact [PHONE] to receive up to 50,000 Bonus scheme Bangladesh Ministry of Finance",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,Your basic sustainability includes Cambridge University application fee waiver! Contact today to fulfill your dream of studying - 01746635725,English,Your basic sustainability includes Cambridge University application fee waiver! Contact today to fulfill your dream of studying - [PHONE],False,True,promo,"['no_url', 'no_bangla']"
smish,Apnar mobile number ti high-end laptop jiteche! Puraskar pete kol korun +8801819900012,Banglish,Apnar mobile number ti high-end laptop jiteche! Puraskar pete kol korun [PHONE],False,True,promo,"['no_url', 'no_bangla']"
smish,Bangladesh Bank theke guruttopurno barta. Joruri bhittite call korun: +8801812345678,Banglish,Bangladesh Bank theke guruttopurno barta. Joruri bhittite call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Bangladesh Bank theke joruri barta. Call korun: +8801915566778,Banglish,Bangladesh Bank theke joruri barta. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"Uddipan।Post: FPO & Branch Accountant। Exam: ০৪/০৫/২৪ (Saturday)। Time: ০৯:০০ AM। Venue: Sylhet Zone Office। Documents: ২ copy photo, CV, application, NID copy, certificates। Address: Shobhashram, ২/১,J block, Shahjalal Uposhohor। Contact: ০১৩২২-৮০৩৫১২।",CodeMix,"Uddipan।Post: FPO & Branch Accountant। Exam: ০৪/০৫/২৪ (Saturday)। Time: ০৯:০০ AM। Venue: Sylhet Zone Office। Documents: ২ copy photo, CV, application, NID copy, certificates। Address: Shobhashram, ২/১,J block, Shahjalal Uposhohor। Contact: [PHONE] ।",False,True,promo,"['no_url', 'has_numbers']"
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801712122234,Bengali,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: [PHONE],False,True,normal,"['no_url', 'short_text']"
smish,Alert! Order ID #MFHK98Z Your card has been charged $765.00 on AMZ for SONY Alpha SLT-A55 DSLR camera. To cancel and get refund? Call us + 1844 6620 383,English,Alert! Order ID #MFHK98Z Your card has been charged $765.00 on AMZ for SONY Alpha SLT-A55 DSLR camera. To cancel and get refund? Call us + 1844 6620 383,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK190000 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.",English,"Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK1900 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Apni Royal Tulip Sea Pearl Resort-e binamulye 3 diner obosthan jitechen. Nishchito korte 017XXXXXXXX e call korun.,Banglish,Apni Royal Tulip Sea Pearl Resort-e binamulye 3 diner obosthan jitechen. Nishchito korte 017XX e call korun.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Get 3,00,000 taka by investing 1,00,000 taka! Call: +8801914344356",English,"Get 3,00,000 taka by investing 1,00,000 taka! Call: [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,"Dear applicant, you have been selected for an interview with the center enemy leadership on Tuesday 04/05 at 9 AM @1st floor. Please contact for inquiry: 09029900659",English,"Dear applicant, you have been selected for an interview with the center enemy leadership on Tuesday 04/05 at 9 AM @1st floor. Please contact for inquiry: [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,"Thank you for your recent Amazon purchase. You have been charged $180.34. If there is any mistake, please call (407)438-4356",English,"Thank you for your recent Amazon purchase. You have been charged $180.34. If there is any mistake, please call (407)438-4356",False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Great news! 70% discount on our travel packages! Quick booking at this number: 01317235293,English,Great news! 70% discount on our travel packages! Quick booking at this number: [PHONE],False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445,Bengali,আপনার মোবাইল রিচার্জ করতে কল করুন: [PHONE],False,True,normal,"['no_url', 'short_text']"
smish,আপনার mobile recharge করতে call করুন: +8801811011023,CodeMix,আপনার mobile recharge করতে call করুন: [PHONE],False,True,normal,"['no_url', 'short_text']"
smish,"Congratulations! You've been selected for BRAC NGO student scholarship (10,499TK). Call office: 01794567889 (11am-5pm) or reply 'OK' via SMS.",English,"Congratulations! You've been selected for BRAC NGO student scholarship (10,499TK). Call office: [PHONE] (11am-5pm) or reply 'OK' via SMS.",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,"Your son is in trouble, so send money quickly.",English,"Your son is in trouble, so send money quickly.",False,False,normal,"['no_url', 'no_phone', 'short_text', 'no_bangla']"
smish,Get help with career planning! Choose the ideal workplace for you and plan the right strategy. Get professional help - 01746635725,English,Get help with career planning! Choose the ideal workplace for you and plan the right strategy. Get professional help - [PHONE],False,True,promo,"['no_url', 'no_bangla']"
smish,apnar chele somasyay ache joldi taka pathan ei number e,Banglish,apnar chele somasyay ache joldi taka pathan ei number e,False,False,normal,"['no_url', 'no_phone', 'no_bangla']"
smish,Call +8801914455667 to reset your debit card PIN.,English,Call [PHONE] to reset your debit card PIN.,False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Call +8801715566778 to update your credit score,English,Call [PHONE] to update your credit score,False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Sonali Bank account e truti dekha diyeche. Call korun: +8801914455667,Banglish,Sonali Bank account e truti dekha diyeche. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Urgent message from Bangladesh Bank. Call: +8801911011023,English,Urgent message from Bangladesh Bank. Call: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Jonota Bank account e shomoshya hoyeche. Call korun: +8801816566678,Banglish,Jonota Bank account e shomoshya hoyeche. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"To recharge your mobile, call now: +8801812233445",CodeMix,"To recharge your mobile, call now: [PHONE]",False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish," সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ  whatsapp ৭৬০২২৩৬৩১৭",Bengali,"সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ whatsapp [PHONE]",False,True,promo,"['no_url', 'has_numbers']"
smish,বিদেশে education-এর জন্য 100% scholarship। কোন fee নেই। Apply করতে আজই contact করুন। Contact: ০১৫৬৭৫৪৬৩৯০,CodeMix,বিদেশে education-এর জন্য 100% scholarship। কোন fee নেই। Apply করতে আজই contact করুন। Contact: [PHONE],False,True,promo,"['no_url', 'has_numbers']"
smish,Urgent message from Janata Bank. Call: +8801913233345,English,Urgent message from Janata Bank. Call: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Apnar number-ti ekti bishesh offer-e nirbachito hoyeche! Puruskar pete call korun +8801712233445,Banglish,Apnar number-ti ekti bishesh offer-e nirbachito hoyeche! Puruskar pete call korun [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,English,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,100% car loan facility without any down payment. Apply today. Contact: 01867546389,English,100% car loan facility without any down payment. Apply today. Contact: [PHONE],False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,"Priyo prarthi, Apni bachai kora hoyechen BRAC Bank PLC er jonno Relationship Executive pother jonno prathomic shakkhatkar. Mhadi Support Services Limited er chakrir odhine. Tarikh-29 April (Shombar), 2024. Shomoy-2.00 PM. Beton-24000/- Apnake obosshoi ekti update kora CV ebong SSC certificate er photocopy ante hobe. Thikana: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building. Gulshan-1, Dhaka. (Prokar: obsthan pete Google Map e Mahadi Corporate Office) Shubhechcha, Mahadi Support Services Limited.",Banglish,"Priyo prarthi, Apni bachai kora hoyechen BRAC Bank PLC er jonno Relationship Executive pother jonno prathomic shakkhatkar. Mhadi Support Services Limited er chakrir odhine. Tarikh-29 April (Shombar), 2024. Shomoy-2.00 PM. Beton-24000/- Apnake obosshoi ekti update kora CV ebong SSC certificate er photocopy ante hobe. Thikana: Gulshan Grace, 8 South Gulshan Avenue, Level-5, 2nd Building. Gulshan-1, Dhaka. (Prokar: obsthan pete Google Map e Mahadi Corporate Office) Shubhechcha, Mahadi Support Services Limited.",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Apnar account shurakkkhito noy. 4000 taka pathan ei number e: 01789765432l.,Banglish,Apnar account shurakkkhito noy. 4000 taka pathan ei number e: [PHONE] l.,False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,Janata Bank থেকে important বার্তা। call করুন: +8801715455567,CodeMix,Janata Bank থেকে important বার্তা। call করুন: [PHONE],False,True,normal,['no_url']
smish,অনলাইনে সার্চ দিন  প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,Bengali,অনলাইনে সার্চ দিন প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,False,False,promo,"['no_url', 'no_phone']"
smish,"Emergency নিয়োগ,  থাকা খাওয়ার facility সহ ৩০,০০০ টাকার salary যোগাযোগ ০১৭২৭৮২৭৮২৬",CodeMix,"Emergency নিয়োগ, থাকা খাওয়ার facility সহ ৩০,০০০ টাকার salary যোগাযোগ [PHONE]",False,True,promo,"['no_url', 'has_numbers']"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889",Bengali,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: [PHONE]",False,True,normal,['no_url']
smish,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। কল করুন: +8801716677889,Bengali,সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। কল করুন: [PHONE],False,True,normal,['no_url']
smish,"Apnar poroborthi Grameenphone recharge e BDT 2,000 discount pan.",Banglish,"Apnar poroborthi Grameenphone recharge e BDT 2,000 discount pan.",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Please send money urgently for your son's problem.,English,Please send money urgently for your son's problem.,False,False,normal,"['no_url', 'no_phone', 'no_bangla']"
smish,Shortoktoa! Order ID #MFHK98Z SONY Alpha SLT-A55 DSLR camera er jonno AMZ-e apnar card theke $765.00 charge kora hoyeche. Batil ebong ferot pete? Amader call korun + 1844 6620 383,Banglish,Shortoktoa! Order ID #MFHK98Z SONY Alpha SLT-A55 DSLR camera er jonno AMZ-e apnar card theke $765.00 charge kora hoyeche. Batil ebong ferot pete? Amader call korun + 1844 6620 383,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time",English,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time",False,False,promo,"['no_url', 'no_phone', 'no_bangla']"
smish,"Apnar jomi bikrir taka joma hoyeche, call korun: +8801819899901",Banglish,"Apnar jomi bikrir taka joma hoyeche, call korun: [PHONE]",False,True,normal,"['no_url', 'no_bangla']"
smish,Bangladesh Bank থেকে emergency message। Call করুন: +8801915566778,CodeMix,Bangladesh Bank থেকে emergency message। Call করুন: [PHONE],False,True,normal,['no_url']
smish,Your account will be blocked. Contact 01789765432.,English,Your account will be blocked. Contact [PHONE] .,False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Abhinondon! apni Radisson Blu-te dujoner jonno ekti binamullo dinner jitechen. apnar table book korte call korun 017XXXXXXXX.,Banglish,Abhinondon! apni Radisson Blu-te dujoner jonno ekti binamullo dinner jitechen. apnar table book korte call korun 017XX.,False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
