label,text,source,text_clean,has_url,has_phone
smish,"বিকাশ গ্রাহক, আপনার একাউন্টে ৮,৫০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify.org এ গিয়ে পিন দিন। না করলে একাউন্ট ফ্রিজ হবে।",Bengali,"বিকাশ গ্রাহক, আপনার একাউন্টে ৮,৫০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে [URL] এ গিয়ে পিন দিন। না করলে একাউন্ট ফ্রিজ হবে।",True,False
smish,Your son's exam results withheld for fee payment. Release with 4500 TK: exam-results.bd/release,English,Your son's exam results withheld for fee payment. Release with 4500 TK: [URL],True,False
smish,আপনার Dutch-Bangla ATM card unusual transaction detect করেছে। Verify করতে এখনই click করুন http://dbbl-alerts.com and provide OTP 4512,CodeMix,আপনার Dutch-Bangla ATM card unusual transaction detect করেছে। Verify করতে এখনই click করুন [URL] and provide OTP 4512,True,False
smish,"bKash থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801717788990",Bengali,"bKash থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]",True,False
smish,"বিকাশ ব্যবহারকারী, আপনার একাউন্টে ১৫,০০০ টাকা অননুমোদিতভাবে স্থানান্তর হয়েছে। অবিলম্বে bkash-verifybd.org এ লগইন করুন এবং পিন/OTP প্রদান করুন। সতর্কবার্তা: ২৪ ঘণ্টার মধ্যে ব্যবস্থা না নিলে একাউন্ট স্থগিত হবে।",Bengali,"বিকাশ ব্যবহারকারী, আপনার একাউন্টে ১৫,০০০ টাকা অননুমোদিতভাবে স্থানান্তর হয়েছে। অবিলম্বে [URL] এ লগইন করুন এবং পিন/OTP প্রদান করুন। সতর্কবার্তা: ২৪ ঘণ্টার মধ্যে ব্যবস্থা না নিলে একাউন্ট স্থগিত হবে।",True,False
smish,আজই casino-তে bet করুন আর luxury trip জিতুন! Join: smilesvoegol.servebbs.org/voegol.php,CodeMix,আজই casino-তে bet করুন আর luxury trip জিতুন! Join: [URL],True,False
smish,"আপনি Grameenphone থেকে 5G router জেতার জন্য selected হয়েছেন। Your winning code হলো GPWIN901। To claim, এই site visit করুন: http://gp-offer-claims.net",CodeMix,"আপনি Grameenphone থেকে 5G router জেতার জন্য selected হয়েছেন। Your winning code হলো GPWIN901। To claim, এই site visit করুন: [URL]",True,False
smish,Dutch Bangla Bank urgent: Apnar ATM card expire hote cholche 48hr er moddhe. Renewal korte ekhuni dbblrenew.org visit korun. Renewal chara card permanently block hoye jabe.,Banglish,Dutch Bangla Bank urgent: Apnar ATM card expire hote cholche 48hr er moddhe. Renewal korte ekhuni [URL] visit korun. Renewal chara card permanently block hoye jabe.,True,False
smish,Suspicious login detected Gmail account. Reset password: gmail-security-bd.com,Banglish,Suspicious login detected Gmail account. Reset password: [URL],True,False
smish,Your Bitcoin mining account shows irregularities. Verify with fee 9800 TK: mining-verify.bd/urgent,English,Your Bitcoin mining account shows irregularities. Verify with fee 9800 TK: [URL],True,False
smish,Bet on BPL to win free hotel booking with Mashrafe. Join now: promusic.co/components/interbank.com/,English,Bet on BPL to win free hotel booking with Mashrafe. Join now: [URL],True,False
smish,Apnar credit carder sima briddhi korte ekhane click korun: [increasecredit.com/LimitBD],Banglish,Apnar credit carder sima briddhi korte ekhane click korun: [URL],True,False
smish,Emergency tax notice: Pay arrears 32000 TK or face arrest warrant: tax-arrears.bd/urgent File: TX9847,English,Emergency tax notice: Pay arrears 32000 TK or face arrest warrant: [URL] File: TX9847,True,False
smish,"Eid upoloye BRAC Bank shobair bikash account e 1000 taka kore dichche bonus hisabe. Ami eimatrai bikash er website e amar number bosiye taka nilam. Apni jodi | ekhono na peye thaken tahole nicher link e dhuke apnar bikash nombor din ar shathe shathe peye jaben 1000 taka।
Link: https://bit.ly/bKash_1000",Banglish,Eid upoloye BRAC Bank shobair bikash account e 1000 taka kore dichche bonus hisabe. Ami eimatrai bikash er website e amar number bosiye taka nilam. Apni jodi | ekhono na peye thaken tahole nicher link e dhuke apnar bikash nombor din ar shathe shathe peye jaben 1000 taka। Link: [URL],True,False
smish,"Electricity bill payment overdue. Avoid disconnection, pay 2800 TK: power-bill.bd/urgent",English,"Electricity bill payment overdue. Avoid disconnection, pay 2800 TK: [URL]",True,False
smish,আপনার password অবিলম্বে reset করুন। এখানে click করুন: [passwordreset.org/ResetBD],CodeMix,আপনার password অবিলম্বে reset করুন। এখানে click করুন: [URL],True,False
smish,আপনার Bank account-এর details update করুন। Please এখানে login করুন: http://bit.ly/AccountUpdate,CodeMix,আপনার Bank account-এর details update করুন। Please এখানে login করুন: [URL],True,False
smish,"বাংলালিংক জানাচ্ছে, আপনার অ্যাকাউন্ট ব্লক হওয়ার পথে। অবিলম্বে verify-banglalink24.net এ লগইন করুন।",Bengali,"বাংলালিংক জানাচ্ছে, আপনার অ্যাকাউন্ট ব্লক হওয়ার পথে। অবিলম্বে [URL] এ লগইন করুন।",True,False
smish,"Congrats! You have won ৳1,00,000 in our lottery। To receive the money, আপনার credit card number and CVC code পাঠান। To claim, এই link এ visit করুন: http://lottery-prize-bd.co",CodeMix,"Congrats! You have won ৳1,00,000 in our lottery। To receive the money, আপনার credit card number and CVC code পাঠান। To claim, এই link এ visit করুন: [URL]",True,False
smish,"https://link-monetize.com/register?ref=273312
এই লিংক থেকে একাউন্ট করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টাস্ক কমপ্লিট করতে হবে। এভাবে প্রতিদিন ৪ করে টাস্ক আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে ইনবক্সে নক দিন💝💝",Bengali,[URL] এই লিংক থেকে একাউন্ট করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টাস্ক কমপ্লিট করতে হবে। এভাবে প্রতিদিন ৪ করে টাস্ক আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে ইনবক্সে নক দিন💝💝,True,False
smish,"❤️If anyone wants to work online without any fee, inbox me. I will help as much as I can, InshaAllah 🫶🫶🫶

📣💁‍♂️ The days are changing for network marketers. 🧑‍💻

❤️‍🔥 Around 3.2 million young people around the world are working in network marketing. They are earning dollars from home and giving opportunities to others too. 🥀 InshaAllah you will earn as well 🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8",English,"❤️If anyone wants to work online without any fee, inbox me. I will help as much as I can, InshaAllah 🫶🫶🫶 📣💁‍♂️ The days are changing for network marketers. 🧑‍💻 ❤️‍🔥 Around 3.2 million young people around the world are working in network marketing. They are earning dollars from home and giving opportunities to others too. 🥀 InshaAllah you will earn as well 🥀 😊 Free income site link- [URL]",True,False
smish,Football-এ betting করুন এবং একটি নতুন laptop জিতুন! এখানে click করুন: phlebolog.com.ua/libraries/joomla/results.php,CodeMix,Football-এ betting করুন এবং একটি নতুন laptop জিতুন! এখানে click করুন: [URL],True,False
smish,Bet on football and win a new laptop! Click here: phlebolog.com.ua/libraries/joomla/results.php,English,Bet on football and win a new laptop! Click here: [URL],True,False
smish,Mashrafi-r sathe free hotel booking jitte BPL-e baji dharun. Ekhoni join din: promusic.co/components/interbank.com/,Banglish,Mashrafi-r sathe free hotel booking jitte BPL-e baji dharun. Ekhoni join din: [URL],True,False
smish,"আপনার Agrani Bank account এ unusual activity detect হয়েছে। যদি না করেন, তাহলে এখনই লগিন করুন http://agrani-securebd.com এবং reference code 9931 submit করুন।",CodeMix,"আপনার Agrani Bank account এ unusual activity detect হয়েছে। যদি না করেন, তাহলে এখনই লগিন করুন [URL] এবং reference code 9931 submit করুন।",True,False
smish,শাকিব আল হাসানের সাথে ফ্রি ম্যাচ টিকিট জিততে আজই আইপিএলে বাজি ধরুন। যোগ দিন: ebayisapidlld.altervista.org/,Bengali,শাকিব আল হাসানের সাথে ফ্রি ম্যাচ টিকিট জিততে আজই আইপিএলে বাজি ধরুন। যোগ দিন: [URL],True,False
smish,Sonali Bank account এ issue দেখা দিয়েছে। Urgently বিস্তারিত জানতে click করুন: https://wa.me/8801819876543,CodeMix,Sonali Bank account এ issue দেখা দিয়েছে। Urgently বিস্তারিত জানতে click করুন: [URL],True,False
smish,বিপিএলে বাজি ধরুন এবং একটি নতুন বাইক জিতুন! যোগ দিন: smilesvoegol.servebbs.org/voegol.php,Bengali,বিপিএলে বাজি ধরুন এবং একটি নতুন বাইক জিতুন! যোগ দিন: [URL],True,False
smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo,Bengali,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: [URL],True,False
smish,ক্রিপ্টো ট্রেডিং এ বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/CryptoDeal,Bengali,ক্রিপ্টো ট্রেডিং এ বিশেষ অফার! এখনই লগইন করুন: [URL],True,False
smish,"You have won 2,000 taka prize from Janata Bank! Click here for details: https://t.me/JanataPrizeBot",English,"You have won 2,000 taka prize from Janata Bank! Click here for details: [URL]",True,False
smish,আপনার bank information update করুন। এখানে click করুন: [verifybankinfo.com/UpdateBD],CodeMix,আপনার bank information update করুন। এখানে click করুন: [URL],True,False
smish,আপনার bank account এ unknown transaction সনাক্ত করা হয়েছে। details জানতে এখানে click করুন: http://bit.ly/UnknownTxn,CodeMix,আপনার bank account এ unknown transaction সনাক্ত করা হয়েছে। details জানতে এখানে click করুন: [URL],True,False
smish,Bank transfer of 125000 TK blocked by anti-money laundering. Clear with fee 8800 TK: aml-clear.bd/urgent,English,Bank transfer of 125000 TK blocked by anti-money laundering. Clear with fee 8800 TK: [URL],True,False
smish,Your identity needs to be verified. Click here: [identityverify.com/VerifyBD],English,Your identity needs to be verified. Click here: [URL],True,False
smish,"https://t.me/Referincomebd4536_bot?start=r09402022185
Ghore boshe ay, dine 300 theke 400 taka income korte chaile
Ei link e click kore start korun dhonnobad ☺️☺️",Banglish,"[URL] Ghore boshe ay, dine 300 theke 400 taka income korte chaile Ei link e click kore start korun dhonnobad ☺️☺️",True,False
smish,"প্রিয় গ্রাহক, আপনি বাংলাদেশ ব্যাংক থেকে নির্বাচিত হয়েছেন ২,০০,০০০ টাকা বোনাস লোনের জন্য। এটি দাবি করতে আপনার বিকাশ নাম্বার ও পিন দিন bdloan-grant.org এ।",Bengali,"প্রিয় গ্রাহক, আপনি বাংলাদেশ ব্যাংক থেকে নির্বাচিত হয়েছেন ২,০০,০০০ টাকা বোনাস লোনের জন্য। এটি দাবি করতে আপনার বিকাশ নাম্বার ও পিন দিন [URL] এ।",True,False
smish,আপনার account-এ suspicious activity detected। Verify now: [accountverify.com/VerifyBD],CodeMix,আপনার account-এ suspicious activity detected। Verify now: [URL],True,False
smish,Apnar email thikanati jachai korte ekhane click korun: [emailverify.com/VerifyBD],Banglish,Apnar email thikanati jachai korte ekhane click korun: [URL],True,False
smish,Bkash refund 1500TK. Claim korte click korun: http://bkash-refund-pay.me,Banglish,Bkash refund 1500TK. Claim korte click korun: [URL],True,False
smish,Alert! আপনার UCB card unusual purchase detect হয়েছে। Protect করতে click করুন http://ucbsecurebd.com এবং OTP 3847 submit করুন,CodeMix,Alert! আপনার UCB card unusual purchase detect হয়েছে। Protect করতে click করুন [URL] এবং OTP 3847 submit করুন,True,False
smish,Bangladesh Bank theke guruttopurno barta. bistarito jante ekhane click korun: https://wa.me/8801914344356,Banglish,Bangladesh Bank theke guruttopurno barta. bistarito jante ekhane click korun: [URL],True,False
smish,Apnar credit carder bill payment miss hoyeche. Ekhane click kore payment korun: http://bit.ly/PayBill,Banglish,Apnar credit carder bill payment miss hoyeche. Ekhane click kore payment korun: [URL],True,False
smish,ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: https://Daraz.com/7ty,Bengali,ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: [URL],True,False
smish,Your vehicle ownership disputed. Legal fee 33695 TK: emergency-gov.org/verify,English,Your vehicle ownership disputed. Legal fee 33695 TK: [URL],True,False
smish,Update your Facebook profile here: [facebookprofile.com/UpdateBD],English,Update your Facebook profile here: [URL],True,False
smish,Fraud alert! Someone accessing your bank. Verify immediately: secure-bank-bd.com,Banglish,Fraud alert! Someone accessing your bank. Verify immediately: [URL],True,False
smish,Nagad wallet er account suspend hoye jabe if verification na koren. Please confirm apnar NID and OTP within 24 hours via secure link: www.nagad-verify.org. Failure hole account permanently close hoye jabe.,Banglish,Nagad wallet er account suspend hoye jabe if verification na koren. Please confirm apnar NID and OTP within 24 hours via secure link: [URL] Failure hole account permanently close hoye jabe.,True,False
smish,City Bank ATM card unusual withdrawal detect হয়েছে। Protect করতে click করুন http://citybank-alerts.com এবং validate code 3742,CodeMix,City Bank ATM card unusual withdrawal detect হয়েছে। Protect করতে click করুন [URL] এবং validate code 3742,True,False
smish,You have received an urgent message. Click here to see it: [urgentmsg.net/MessageBD],English,You have received an urgent message. Click here to see it: [URL],True,False
smish,আপনার ব্যাংক অ্যাকাউন্টে সন্দেহজনক লগইন হয়েছে। নিরাপত্তার জন্য দ্রুত http://dbbl-loginhelp.com এ লগইন করুন এবং কার্ড তথ্য প্রদান করুন।,Bengali,আপনার ব্যাংক অ্যাকাউন্টে সন্দেহজনক লগইন হয়েছে। নিরাপত্তার জন্য দ্রুত [URL] এ লগইন করুন এবং কার্ড তথ্য প্রদান করুন।,True,False
smish,"https://t.me/Referincomebd4536_bot?start=r04697367725 Free again comes to you a new income bot that gives 75 taka per referral, so don't delay and get to work ☺️🫰",English,"[URL] Free again comes to you a new income bot that gives 75 taka per referral, so don't delay and get to work ☺️🫰",True,False
smish,Your Modhumoti Bank agricultural loan defaulted. Settle: modhumotibank-agri.com,English,Your Modhumoti Bank agricultural loan defaulted. Settle: [URL],True,False
smish,"Amar 200 jon lok-er proyojon ache, kono odfee dite hobe na, binamulle binyoj na kore kaj korte chaile amake inbox korun.https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868",Banglish,"Amar 200 jon lok-er proyojon ache, kono odfee dite hobe na, binamulle binyoj na kore kaj korte chaile amake inbox [URL]",True,False
smish,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই।
https://t.me/pixelversexyzbot?start=6760562639",Bengali,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই। [URL]",True,False
smish,Facebook থেকে নিরাপত্তা সতর্কতা: আপনার একাউন্ট বাংলাদেশ থেকে অননুমোদিত অ্যাক্সেস পেয়েছে। একাউন্ট রক্ষা করতে এখনই fb-verification-bd.net এ OTP দিন।,Bengali,Facebook থেকে নিরাপত্তা সতর্কতা: আপনার একাউন্ট বাংলাদেশ থেকে অননুমোদিত অ্যাক্সেস পেয়েছে। একাউন্ট রক্ষা করতে এখনই [URL] এ OTP দিন।,True,False
smish,"https://link-monetize.com/register?ref=273312
এই link থেকে account করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টি task complete করতে হবে। এভাবে প্রতিদিন ৄ করে task আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে inbox-এ knock দিন💝💝",CodeMix,[URL] এই link থেকে account করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টি task complete করতে হবে। এভাবে প্রতিদিন ৄ করে task আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে inbox-এ knock দিন💝💝,True,False
smish,আপনার debit card-এর limit বৃদ্ধি করতে এখানে click করুন: [securelimit.com/IncreaseBD],CodeMix,আপনার debit card-এর limit বৃদ্ধি করতে এখানে click করুন: [URL],True,False
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801916677889,Bengali,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL],True,False
smish,"free income korte chaile niche link e click korun .protidin 1000-1500 Taka income . proti refer e 250 Taka .
https://t.me/Trust_earning_Airdropbot?start=r04351947315",Banglish,free income korte chaile niche link e click korun .protidin 1000-1500 Taka income . proti refer e 250 Taka . [URL],True,False
smish,Your Dutch Bangla Bank card is blocked. Reactivate: dutchbangla-help.net or call 01777-123456,English,Your Dutch Bangla Bank card is blocked. Reactivate: [URL] or call [PHONE],True,True
smish,Robi অ্যাকাউন্টে অস্বাভাবিক কার্যক্রম শনাক্ত হয়েছে। পুনরায় চালু করতে robicare-safebd.org এ লগইন করুন এবং নাম্বার ও OTP যাচাই করুন। ২৪ ঘণ্টার মধ্যে ব্যবস্থা নিন।,Bengali,Robi অ্যাকাউন্টে অস্বাভাবিক কার্যক্রম শনাক্ত হয়েছে। পুনরায় চালু করতে [URL] এ লগইন করুন এবং নাম্বার ও OTP যাচাই করুন। ২৪ ঘণ্টার মধ্যে ব্যবস্থা নিন।,True,False
smish,Bank account info verification দরকার। Click here: http://bit.ly/VerifyInfo,CodeMix,Bank account info verification দরকার। Click here: [URL],True,False
